         1510453 function calls (1509059 primitive calls) in 22.541 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 conv.py:526(ConvTranspose3d)
        1    0.000    0.000    0.000    0.000 conv.py:65(Conv1d)
        1    0.000    0.000    0.000    0.000 conv.py:9(_ConvNd)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
       43    0.000    0.000    0.002    0.000 core.py:113(get_object_signature)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.000    0.000 core.py:138(MaskError)
        1    0.001    0.001    0.003    0.003 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2352(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2358(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2521(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2569(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2683(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5902(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6104(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6111(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6114(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6214(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6271(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6275(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6285(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6289(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6342(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6353(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6358(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7764(_convert2ma)
        8    0.000    0.000    0.000    0.000 core.py:7777(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7782(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 core.py:818(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:826(__init__)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:855(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:861(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:885(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
       27    0.000    0.000    0.000    0.000 core.py:903(__init__)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:961(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:981(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 data_parallel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data_parallel.py:9(DataParallel)
        1    0.000    0.000    0.000    0.000 dataloader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataloader.py:15(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 dataloader.py:215(DataLoader)
        1    0.000    0.000    0.000    0.000 dataloader.py:90(DataLoaderIter)
        1    0.000    0.000    0.000    0.000 dataset.py:17(TensorDataset)
        1    0.000    0.000    0.000    0.000 dataset.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dataset.py:2(Dataset)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.003    0.003 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
       10    0.000    0.000    0.214    0.021 decoder.py:359(decode)
       10    0.214    0.021    0.214    0.021 decoder.py:370(raw_decode)
        1    0.000    0.000    0.011    0.011 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.001    0.001    0.001    0.001 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        2    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dropout.py:42(Dropout2d)
        1    0.000    0.000    0.000    0.000 dropout.py:44(FeatureDropout)
        1    0.000    0.000    0.000    0.000 dropout.py:5(Dropout)
        1    0.000    0.000    0.000    0.000 dropout.py:6(Dropout)
        1    0.000    0.000    0.000    0.000 dropout.py:94(Dropout3d)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engine.py:6(BasicEngine)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1332(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1344(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1398(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1414(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        9    0.000    0.000    0.000    0.000 extras.py:232(__init__)
        9    0.000    0.000    0.000    0.000 extras.py:236(getdoc)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 forking.py:114(Popen)
        1    0.000    0.000    0.000    0.000 forking.py:35(<module>)
        1    0.000    0.000    0.000    0.000 forking.py:60(ForkingPickler)
       44    0.000    0.000    0.000    0.000 forking.py:63(register)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
      256    0.001    0.000    0.002    0.000 fromnumeric.py:2825(round_)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
      256    0.001    0.000    0.001    0.000 fromnumeric.py:506(transpose)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:139(InplaceFunction)
        1    0.000    0.000    0.000    0.000 function.py:146(_nested_map)
        3    0.000    0.000    0.000    0.000 function.py:160(_iter_filter)
        1    0.000    0.000    0.000    0.000 function.py:196(NestedIOFunction)
        1    0.000    0.000    0.000    0.000 function.py:7(Function)
        2    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:2047(vectorize)
      273    0.002    0.000    0.004    0.000 function_base.py:3944(add_newdoc)
        2    0.000    0.000    0.000    0.000 functional.py:1(<module>)
       10    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
       10    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        2    0.000    0.000    0.000    0.000 genericpath.py:23(exists)
       10    0.000    0.000    0.000    0.000 genericpath.py:34(isfile)
       20    0.000    0.000    0.000    0.000 genericpath.py:46(isdir)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
        5    0.000    0.000    0.000    0.000 getlimits.py:245(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        2    0.000    0.000    0.000    0.000 getlimits.py:270(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.003    0.003    0.003    0.003 hashlib.py:56(<module>)
        1    0.001    0.001    0.001    0.001 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hooks.py:4(RemovableHandle)
        1    0.001    0.001    0.002    0.002 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.036    0.036 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:629(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:631(BlockFinder)
        1    0.001    0.001    0.001    0.001 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:6(LBFGS)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:1(<module>)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:19(Tril)
        1    0.000    0.000    0.000    0.000 linalg.py:32(Triu)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:6(Diag)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        2    0.000    0.000    0.000    0.000 linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linear.py:5(Linear)
        1    0.000    0.000    0.000    0.000 linear.py:9(Linear)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        3    0.001    0.000    0.001    0.000 loss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loss.py:10(BCELoss)
        1    0.000    0.000    0.000    0.000 loss.py:100(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:109(NLLLoss2d)
        1    0.000    0.000    0.000    0.000 loss.py:136(KLDivLoss)
        1    0.000    0.000    0.000    0.000 loss.py:138(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:15(_Loss)
        1    0.000    0.000    0.000    0.000 loss.py:164(MSELoss)
        1    0.000    0.000    0.000    0.000 loss.py:181(BCELoss)
        1    0.000    0.000    0.000    0.000 loss.py:203(HingeEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:224(MultiLabelMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:244(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:264(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:27(_WeighedLoss)
        1    0.000    0.000    0.000    0.000 loss.py:279(CrossEntropyLoss)
        1    0.000    0.000    0.000    0.000 loss.py:317(MultiLabelSoftMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:334(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:366(MarginRankingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:39(L1Loss)
        1    0.000    0.000    0.000    0.000 loss.py:394(MultiMarginLoss)
        1    0.000    0.000    0.000    0.000 loss.py:5(CosineEmbeddingLoss)
        1    0.000    0.000    0.000    0.000 loss.py:54(NLLLoss)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.001    0.001 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.179    0.179 module.py:1(<module>)
        1    0.000    0.000    0.000    0.000 module.py:24(Module)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:19(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nccl.py:102(NcclComm)
        1    0.000    0.000    0.000    0.000 nccl.py:106(NcclCommList)
        1    0.000    0.000    0.000    0.000 nccl.py:94(NcclError)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:4(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 normalization.py:8(CrossMapLRN2d)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
       19    0.000    0.000    0.000    0.000 nosetester.py:170(__init__)
       19    0.000    0.000    0.000    0.000 nosetester.py:511(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.001    0.001    0.002    0.002 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.001    0.001    0.004    0.004 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1871(set_string_function)
        2    0.000    0.000    0.000    0.000 numeric.py:2576(seterr)
        2    0.000    0.000    0.000    0.000 numeric.py:2676(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2896(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2900(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:2963(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2967(__enter__)
        1    0.000    0.000    0.000    0.000 numeric.py:2972(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2978(_setdef)
        3    0.000    0.000    0.001    0.000 numeric.py:365(extend_all)
    12184    0.022    0.000    0.101    0.000 numeric.py:414(asarray)
        1    0.000    0.000    0.000    0.000 numeric.py:55(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.001    0.001 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.001    0.001 numerictypes.py:781(_construct_lookups)
        1    0.001    0.001    0.005    0.005 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:11(Optimizer)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:20(ReplicationPad2d)
        1    0.000    0.000    0.000    0.000 padding.py:33(ReplicationPad3d)
        1    0.000    0.000    0.000    0.000 padding.py:7(ReflectionPad2d)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:4(Parameter)
        1    0.000    0.000    0.000    0.000 pickle.py:1267(_EmptyClass)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.002    0.002 pickle.py:25(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:62(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:82(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:833(Unpickler)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:5(PixelShuffle)
        1    0.000    0.000    0.015    0.015 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:367(_popen)
        1    0.001    0.001    0.001    0.001 pointwise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pointwise.py:106(Clamp)
        1    0.000    0.000    0.000    0.000 pointwise.py:123(Sqrt)
        1    0.000    0.000    0.000    0.000 pointwise.py:134(Sin)
        1    0.000    0.000    0.000    0.000 pointwise.py:145(Cos)
        1    0.000    0.000    0.000    0.000 pointwise.py:156(Tan)
        1    0.000    0.000    0.000    0.000 pointwise.py:167(Asin)
        1    0.000    0.000    0.000    0.000 pointwise.py:178(Acos)
        1    0.000    0.000    0.000    0.000 pointwise.py:189(Atan)
        1    0.000    0.000    0.000    0.000 pointwise.py:200(Reciprocal)
        1    0.000    0.000    0.000    0.000 pointwise.py:21(Log)
        1    0.000    0.000    0.000    0.000 pointwise.py:212(Cmax)
        1    0.000    0.000    0.000    0.000 pointwise.py:225(CmaxConstant)
        1    0.000    0.000    0.000    0.000 pointwise.py:239(Cmin)
        1    0.000    0.000    0.000    0.000 pointwise.py:252(CminConstant)
        1    0.000    0.000    0.000    0.000 pointwise.py:266(_ConstantGrad)
        1    0.000    0.000    0.000    0.000 pointwise.py:282(Floor)
        1    0.000    0.000    0.000    0.000 pointwise.py:286(Ceil)
        1    0.000    0.000    0.000    0.000 pointwise.py:290(Round)
        1    0.000    0.000    0.000    0.000 pointwise.py:294(Sign)
        1    0.000    0.000    0.000    0.000 pointwise.py:298(Trunc)
        1    0.000    0.000    0.000    0.000 pointwise.py:302(Frac)
        1    0.000    0.000    0.000    0.000 pointwise.py:306(Fmod)
        1    0.000    0.000    0.000    0.000 pointwise.py:31(Log1p)
        1    0.000    0.000    0.000    0.000 pointwise.py:310(Remainder)
        1    0.000    0.000    0.000    0.000 pointwise.py:314(Lerp)
        1    0.000    0.000    0.000    0.000 pointwise.py:327(Rsqrt)
        1    0.000    0.000    0.000    0.000 pointwise.py:343(Addcmul)
        1    0.000    0.000    0.000    0.000 pointwise.py:372(Addcdiv)
        1    0.000    0.000    0.000    0.000 pointwise.py:41(Tanh)
        1    0.000    0.000    0.000    0.000 pointwise.py:57(Sigmoid)
        1    0.000    0.000    0.000    0.000 pointwise.py:6(Exp)
        1    0.000    0.000    0.000    0.000 pointwise.py:73(Sinh)
        1    0.000    0.000    0.000    0.000 pointwise.py:84(Cosh)
        1    0.000    0.000    0.000    0.000 pointwise.py:95(Abs)
        1    0.000    0.000    0.000    0.000 polynomial.py:1517(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.002    0.002 polynomial.py:4(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:55(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:940(poly1d)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.001    0.001 pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:130(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:17(Pool)
        1    0.000    0.000    0.001    0.001 pool.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:535(ApplyResult)
        1    0.000    0.000    0.000    0.000 pool.py:587(MapResult)
        1    0.000    0.000    0.000    0.000 pool.py:632(IMapIterator)
        1    0.000    0.000    0.000    0.000 pool.py:705(IMapUnorderedIterator)
        1    0.000    0.000    0.000    0.000 pool.py:71(MaybeEncodingError)
        1    0.000    0.000    0.001    0.001 pool.py:722(ThreadPool)
        2    0.000    0.000    0.001    0.000 pooling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:110(MaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:159(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:160(MaxUnpool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:183(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:213(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:232(MaxUnpool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:296(AvgPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:307(MaxUnpool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:334(AvgPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:362(AvgPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:421(AvgPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:482(MaxPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:553(AvgPool3d)
        1    0.000    0.000    0.000    0.000 pooling.py:604(FractionalMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:62(MaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:667(LPPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:76(MaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:8(MaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:9(MaxPool1d)
       23    0.000    0.000    0.000    0.000 posixpath.py:120(dirname)
        3    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:358(abspath)
        1    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
        3    0.000    0.000    0.000    0.000 posixpath.py:52(isabs)
      312    0.003    0.000    0.004    0.000 posixpath.py:61(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 process.py:285(AuthenticationString)
        1    0.000    0.000    0.000    0.000 process.py:299(_MainProcess)
        1    0.000    0.000    0.000    0.000 process.py:301(__init__)
        1    0.000    0.000    0.000    0.000 process.py:35(<module>)
        1    0.000    0.000    0.000    0.000 process.py:86(Process)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:71(sixu)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:38(SimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:8(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 queues.py:297(JoinableQueue)
        1    0.000    0.000    0.000    0.000 queues.py:35(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:350(SimpleQueue)
        1    0.000    0.000    0.000    0.000 queues.py:56(Queue)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.002    0.002 random.py:100(seed)
   212268    0.604    0.000    0.737    0.000 random.py:175(randrange)
   212268    0.350    0.000    1.086    0.000 random.py:238(randint)
        1    0.001    0.001    0.006    0.006 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:655(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        1    0.000    0.000    0.002    0.002 random.py:91(__init__)
      117    0.000    0.000    0.001    0.000 re.py:138(match)
       39    0.000    0.000    0.056    0.001 re.py:192(compile)
      156    0.001    0.000    0.056    0.000 re.py:230(_compile)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 reduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reduce.py:118(Max)
        1    0.000    0.000    0.000    0.000 reduce.py:122(Min)
        1    0.000    0.000    0.000    0.000 reduce.py:126(Mode)
        1    0.000    0.000    0.000    0.000 reduce.py:130(Median)
        1    0.000    0.000    0.000    0.000 reduce.py:134(Kthvalue)
        1    0.000    0.000    0.000    0.000 reduce.py:142(Norm)
        1    0.000    0.000    0.000    0.000 reduce.py:21(Sum)
        1    0.000    0.000    0.000    0.000 reduce.py:33(Prod)
        1    0.000    0.000    0.000    0.000 reduce.py:58(Mean)
